Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
1gb-ddr2-667mhz-sodimms-for-apple-macs,1GB DDR2 667MHz SODIMMs for Macs,"<p><b>Specifications:</b></p>
<p>PC2-5300, DDR2-667, 667Mhz, Latency 5-5-5, Non-ECC, Unbuffered, 1.8V, 200pin SO-DIMM.</p>
<p>Contains one (1) 1GB SO-DIMM memory module that is designed specifically for use with your Mac. This module is compatible with the latest <a href=""/pages/firmware-updates"">Apple Firmware.</a></p>
<!-- split -->
<h2 style=""font-size: 12pt; font-weight: bold;"">Installation Guide for a MacBook Pro RAM Upgrade</h2>
<p>Learn how easy it is to install Ramjet memory into your 17-inch MacBook Pro by viewing our installation video below.</p>
<p><iframe src=""//www.youtube.com/embed/roQicPhmlnA"" allowfullscreen=""allowfullscreen"" frameborder=""0"" height=""235"" width=""450""></iframe></p>
<p>Learn how easy it is to install Ramjet memory into your 15-inch MacBook Pro by viewing our installation video below.</p>
<p><iframe src=""//www.youtube.com/embed/nwHvE8JJPIs"" allowfullscreen=""allowfullscreen"" frameborder=""0"" height=""235"" width=""450""></iframe></p>
<p style=""text-align: left;"">You can also view <a href=""http://manuals.info.apple.com/en_US/MacBookPro_15and17-inch_2.4_2.2Ghz_UserGuide.pdf"">Apple's installation guide</a> for more information.</p>",Ramjet,CHILD,bin-A1-5,false,Title,Default,,,,,1GB667-SO,14,shopify,6,continue,manual,14.99,,true,true,'688168677168,https://cdn.shopify.com/s/files/1/0197/5874/products/mbp667x1_c5b2e424-2a6a-4eb2-9b4f-53ec331645ac.jpeg?v=1477522615,,false,688168677168,,,electronics > electronics accessories > memory > ram,,,,,,,macbook pro memory,,,,,,lb,
xserve-memory-for-model-3-1-2gb,"Xserve Memory for Model 3,1 (2GB)","<p><span>The Xserve DDR3-1066 comes in two versions, the 4-core and the 8-core. The 4-core has 6 DIMM slots, and it upgradable to a maximum of 24GB with the installation of 6x 4GB modules (2x 12GB kits). The 8-core has 12 slots, and it is upgradable to a maximum of 48GB with the installation of 12x 4GB modules (4x 12GB kits). Since the new Xserve runs a ""Tri-Channel"" memory interface, memory MUST be installed in matched sets of three at a time. </span><br><br><b>Matched Modules:</b><span> The new Xserve Intel DDR3-1066 runs a Tri-Channel memory interface. The Ramjet kits for the Xserve DDR3-1066 contain a matched set (3x) of DIMMs. The kit will consist of identical brand/model/spec IC's. They will be from a single batch, and will have matching series numbers. This ensures maximum performance, and perfect compatibility. </span></p><!-- split --><p>Please view Apple's installation guide for more information.<br> <a href=""http://manuals.ramjet.com/xserve1066.pdf"" target=""_blank"">Apple's installation guide.</a></p>",Ramjet,LEGACY DIMM,"ltitle-6GB (2GBx3), zdataspeed-DDR3-1066Mhz",false,Title,Default Title,,,,,XTS2G,150,shopify,10,continue,manual,27.44,,true,true,'688168677847,https://cdn.shopify.com/s/files/1/0197/5874/products/xserve-1066_single.jpg?v=1477439300,,false,688168677847,,,electronics > electronics accessories > memory > ram,,,DIMM,DIMM,new,FALSE,xserve,,,,,,lb,
1tb-portable-hard-drive-with-firewire-800-usb-3-0-ports-5400-rpm,1TB Portable Hard Drive with FireWire 800/USB 3.0 ports - 5400 RPM,"<p>Our 1TB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, multi-interface storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros. </p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, multi-interface storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>Two Firewire 800/400 ports and one USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<p><b>Drive Size:</b> 1TB<br><b>Data Buffer:</b> 8MB<br><b>Spindle Speed:</b> 5400 RPM<br><b>Interfaces:</b> USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)<br><b>Dimensions:</b> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in<br><b>Power Supply:</b> 100-240V AutoSwitching<br><b>Warranty:</b> One Year Repair/Replace</p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable, Firewire 800 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,drives-external-laptop,"zbuff-8MB, zkitsize-1TB, zrpm-5400",true,Title,Default Title,,,,,FN51TB,558,,1,continue,manual,129.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_f7943f35-d89e-4837-9541-11f73277d3f5.jpg?v=1473439418,portable hard drive for macs,false,688168679926,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
1tb-portable-hard-drive-with-firewire-800-usb-3-0-ports-5400-rpm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/macbook-pro-portable-hard-drive_ddbfb3af-2f65-4c5b-9dd0-f77343e67502.jpg?v=1473439418,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
1tb-portable-hard-drive-with-firewire-800-usb-3-0-ports-5400-rpm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_b209b759-e8cf-4a29-8d8b-3b4734eccdc3.jpg?v=1473439418,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
1tb-portable-hard-drive-with-firewire-800-usb-3-0-ports-5400-rpm,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-bk_bce01fa4-200b-4886-a8b9-051002c916a9.jpg?v=1473439418,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
500gb-portable-hard-drive-for-macs-with-firewire-800-400-and-usb-3-0-ports,500GB Portable Hard Drive for Macs with FireWire 800/400 and USB 3.0 ports,"<p>Our 500GB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, multi-interface storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros. </p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, multi-interface storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>Two Firewire 800/400 ports and one USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<p><b>Drive Size:</b> 500GB<br><b>Data Buffer:</b> 16MB<br><b>Spindle Speed:</b> 7200 RPM<br><b>Interfaces:</b> USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)<br><b>Dimensions:</b> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in<br><b>Power Supply:</b> 100-240V AutoSwitching<br><b>Warranty:</b> One Year Repair/Replace</p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable, Firewire 800 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,drives-external-laptop,"zbuff-16MB, zkitsize-500GB, zrpm-5400, ztitle-ExtLaptop",true,Title,Default Title,,,,,FN5500GB,558,,0,continue,manual,119.99,,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_b886bfb1-c701-4782-b883-e31c8795e5ff.jpg?v=1473439017,portable hard drive for macs,false,688168679926,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
500gb-portable-hard-drive-for-macs-with-firewire-800-400-and-usb-3-0-ports,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/macbook-pro-portable-hard-drive_453c7655-c3b0-4516-a67e-82f451d5bf2d.jpg?v=1473439017,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
500gb-portable-hard-drive-for-macs-with-firewire-800-400-and-usb-3-0-ports,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_1ac45502-1904-4d2e-9705-b5e2ae63839a.jpg?v=1473439017,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
500gb-portable-hard-drive-for-macs-with-firewire-800-400-and-usb-3-0-ports,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-bk_83a6f0ae-5f7e-4a3f-92b6-34b15148b0bc.jpg?v=1473439017,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
1tb-portable-hard-drive-for-macs-usb-3-0-5400rpm,1TB Portable Hard Drive for Macs - USB 3.0 - 5400RPM,"<p>Our 1TB 5400 RPM Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, USB 3.0 storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros.</p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, USB 3.0 storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>One USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<meta charset=""utf-8"">
<p><b>Drive Size: </b><span>1TB</span><br><b>Data Buffer: </b><span>64MB</span><br><b>Spindle Speed: </b>54<span>00 RPM</span><br><b>Interfaces: </b><span>USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)</span><br><b>Dimensions:</b><span> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in</span><br><b>Power Supply: </b><span>100-240V AutoSwitching</span><br><b>Warranty:</b><span> One Year Repair/Replace</span></p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,portable-drives-USB3,"zbuff-8MB, zkitsize-1TB, zrpm-5400",true,Title,Default Title,,,,,FN51TB-USB3,558,shopify,10,continue,manual,107.99,107.99,true,true,'688168679933,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_db507bc9-a32d-431c-bd4b-ca74d7750f42.jpg?v=1481767219,portable hard drive for macs,false,688168679933,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
500gb-portable-hard-drive-for-macs-usb-3-0,500GB Portable Hard Drive for Macs - USB 3.0,"<p>Our 500GB Portable Hard Drive for Macs is a <text style=""color: #8e1f2f;"">bus-powered, USB 3.0 storage solution</text> that includes an ultra-compact design and matches the exterior of the latest aluminum MacBooks and MacBook Pros.</p>
<h4>Main Features:</h4>
<ul>
<li>Bus-powered, USB 3.0 storage solution with optional power adapter for your convenience</li>
<li>Ultra-Fast SATA3 drives delivering 6Gbps performance</li>
<li>One USB 3.0 port</li>
<li>Pre-formatted for Mac OS X, compatible with versions 10.0.3 and newer</li>
</ul>
<h4>Specifications:</h4>
<meta charset=""utf-8"">
<p><b>Drive Size: </b><span>500GB</span><br><b>Data Buffer: </b><span>16MB</span><br><b>Spindle Speed: </b><span>5400 RPM</span><br><b>Interfaces: </b><span>USB 3.0 (5Gbps), USB 2.0 (480Mbps) downward compatible, FireWire 800 (1394B at 100MB/s), and FireWire 400 (1394A at 50MB/s)</span><br><b>Dimensions:</b><span> Height: 0.9 in, Depth: 4.9 in, Width: 3.1 in</span><br><b>Power Supply: </b><span>100-240V AutoSwitching</span><br><b>Warranty:</b><span> One Year Repair/Replace</span></p>
<h4>This Drive Kit Includes:</h4>
<ul>
<li>Internal 2.5-inch HDD + aluminum enclosure</li>
<li>USB 3.0 cable</li>
<li>Power adapter</li>
<li>User manual</li>
</ul>",Ramjet,portable-drives-USB3,"zbuff-16MB, zkitsize-500GB, zrpm-5400, ztitle-USBExtLaptop",true,Title,Default Title,,,,,FN5500GB-USB3,558,shopify,10,continue,manual,79.99,99.99,true,true,'688168679933,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_d1e48543-f75d-4dcc-9ea7-29c9d1d729fe.jpg?v=1481767220,portable hard drive for macs,false,688168679933,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
500gb-portable-hard-drive-for-macs-usb-3-0,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/macbook-pro-portable-hard-drive_1a198524-daac-4094-8ad6-3df7cbabf5e7.jpg?v=1481778185,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
500gb-portable-hard-drive-for-macs-usb-3-0,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_41c372c3-2035-4fe9-a63c-5fc058b7d09d.jpg?v=1481778185,portable hard drive for macs,,,,,,,,,,,,,,,,,,,
500gb-portable-hard-drive-for-macs-usb-3-0,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-usb3_f7a30f90-2e34-4877-a7f1-3bafbdc7bc9a.jpg?v=1481778186,portable hard drive for macs with usb 3.0 port only,,,,,,,,,,,,,,,,,,,
15-inch-macbook-pro-8-2-mc723ll-a-upgraded,"15-inch MacBook Pro 8,2 - MC723LL/A (Upgraded) SN# C02F44UXDF8X","<p>Our refurbished 15-inch MacBook Pro 8,2 (MC723LL/A) is in MINT CONDITION. We have included actual photos of this machine. Our offer is 50<strong>% LOWER</strong> than Apple's latest 15-inch MacBook Pro Retina (see <strong>Compare To</strong>).  </p>
<p>We upgraded this MacBook Pro series released in February 2011 with a blazing fast 480GB Solid State Drive and maxed out the memory to 16GB, effectively bringing the machine up to the year 2016.  If you're interested in upgrading to a 1TB version, please give us a call.  </p>
<p>Upgraded Macs from Ramjet come with a 30 Day Money-Back Guarantee.</p>
<ul>
<li>
<strong>CPU</strong>: 2.2 GHz Intel Core i7</li>
<li>
<strong>Memory</strong>: 16GB 1333 MHz Memory (2x8GB)</li>
<li>
<strong>Drives</strong>: 480GB Solid State Drive and Slot-Loading Dual-Layer SuperDrive</li>
<li>
<strong>Graphics: </strong>: 15.4-inch (diagonal), up to 1680 x 1050 (native)</li>
<li>
<strong>Weight</strong>: 5.6 pounds</li>
<li>
<strong>Networking</strong>: 10 BASE-T Ethernet, Bluetooth 2.1 + EDR + AirPort Extreme (802.11a/b/g/n)</li>
<li>
<strong>Ports</strong>: 2 USB 2.0 ports, 1 Firewire, 1 Thunderbolt, 1 SDXC card slot</li>
</ul>
<!-- split -->
<table style=""width: 450px;"" border=""0"" cellpadding=""0"" cellspacing=""0"" width=""300"">
<colgroup> <col span=""2""> </colgroup>
<tbody>
<tr height=""10"">
<td style=""height: 20px; width: 271px;"" height=""15""><strong>15-inch MacBook 8,2</strong></td>
<td style=""width: 271px;""><strong>15-inch MacBook Pro 11,4</strong></td>
</tr>
<tr height=""10"">
<td style=""height: 20px;"" height=""15"">Ramjet Offer (Used): <span style=""color: #b22222;""><strong>$1,199.00</strong></span>
</td>
<td>Apple (New): <span style=""color: #b22222;""><strong>$2,499.00</strong></span>
</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">2.2 GHz Intel Core i7</td>
<td>2.5 GHz Intel Core i7</td>
</tr>
<tr height=""15"">
<td style=""height: 15px;"" height=""15"">16GB 1333 MHz RAM (2x8GB)</td>
<td>16GB 1600 MHz RAM (2x8GB)</td>
</tr>
<tr height=""15"">
<td style=""height: 15px;"" height=""15"">480GB SSD</td>
<td>512GB SSD PCIe</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">
<div><meta charset=""utf-8""></div>
Up to <span>1680 x 1050</span> (native)</td>
<td>
<div><meta charset=""utf-8""></div>
Up to 2880x1800 (native)</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">5.6 pounds</td>
<td>4.5 pounds</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15""><strong>Networking:</strong></td>
<td><strong>Networking:</strong></td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">10/100/1000BASE-T Ethernet</td>
<td>Optional TB adapter</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">Built-in Bluetooth 2.1 + EDR</td>
<td>Bluetooth 4.0</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">AirPort Extreme (802.11a/b/g/n)</td>
<td>802.11ac</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15""><strong>Ports:</strong></td>
<td><strong>Ports:</strong></td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">2 USB 2.0 ports</td>
<td>2 USB 3.0 ports</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">1 Firewire port, 1 Thunderbolt</td>
<td>Optional TB to FW adapter</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">1 SDXC Slot</td>
<td>None</td>
</tr>
</tbody>
</table>",Ramjet,used-macs,"",true,Title,Default Title,,,,,RJ-MACBOOKPRO82,2540,shopify,1,deny,manual,1199.00,1299.00,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/15-inch-macbook-pro-MC723LL-H.jpg?v=1481408125,,false,688168675393,,,electronics > computers > laptops,,,,,,,used macs,,,,,,lb,
15-inch-macbook-pro-8-2-mc723ll-a-upgraded,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP8.2_5576_2_of_5__top.jpg?v=1481408125,,,,,,,,,,,,,,,,,,,,
15-inch-macbook-pro-8-2-mc723ll-a-upgraded,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP8.2_5576_3_of_5__bottom.jpg?v=1481408125,,,,,,,,,,,,,,,,,,,,
15-inch-macbook-pro-8-2-mc723ll-a-upgraded,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP8.2_5576_4_of_5__portside.jpg?v=1481408125,,,,,,,,,,,,,,,,,,,,
15-inch-macbook-pro-8-2-mc723ll-a-upgraded,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP8.2_5576_5_of_5__driveside.jpg?v=1481408125,,,,,,,,,,,,,,,,,,,,
13-inch-macbook-pro-9-2-mb101ll-a-used,"13-inch MacBook Pro 9,2 - MD101LL/A (UPGRADED) SN# C1MKJAYHDTY3","<p><span color=""#990000"" style=""color: #990000;"">This MacBook Pro is in excellent condition (see actual photos above). Our offer is <strong>$300 LOWER</strong> than a brand new version with the same upgrades (480GB SSD + 16GB of RAM). Please refer to the Compare To section for more details.  </span></p>
<p>This is a REFURBISHED 13-inch MacBook Pro 9,2 (MD101LL/A) from Ramjet.  Apple ships this machine with a mechanical spinning hard disk drive which we have replaced with a blazing fast 480GB Solid State Drive. If you're interested in upgrading to a 1TB SSD, please call or chat with us.  </p>
<p>New and upgraded Macs from Ramjet come with a 30 Day Money-Back Guarantee.</p>
<ul>
<li>
<strong>CPU</strong>: 2.5 GHz Intel Core i5</li>
<li>
<strong>Memory</strong>: 16GB 1600 MHz Memory (2x8GB)</li>
<li>
<strong>Drives</strong>: 480GB Solid State Drive and Slot-Loading Dual-Layer SuperDrive</li>
<li>
<strong>Graphics: </strong>: 13.3-inch (diagonal), up to 1280 x 800 (native)</li>
<li>
<strong>Weight</strong>: 4.5 pounds</li>
<li>
<strong>Networking</strong>: 10 BASE-T Ethernet, Bluetooth 4.0 + 802.11n</li>
<li>
<strong>Ports</strong>: 2 USB 3.0 ports, 1 Firewire, 1 TB display port, 1 SDXC card slot</li>
</ul>
<!-- split -->
<table style=""width: 450px;"" border=""0"" cellpadding=""0"" cellspacing=""0"" width=""300"">
<colgroup> <col span=""2""> </colgroup>
<tbody>
<tr height=""10"">
<td style=""height: 20px; width: 271px;"" height=""15""><strong>13-inch MBP 9,2 USED</strong></td>
<td style=""width: 271px;""><strong>13-inch MBP 9,2 NEW</strong></td>
</tr>
<tr height=""10"">
<td style=""height: 20px;"" height=""15"">Ramjet: <span style=""color: #b22222;""><strong>$1,099.00</strong></span>
</td>
<td>Apple: <span style=""color: #b22222;""><strong>$1,499.00</strong></span>
</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">2.5 GHz Intel Core i5</td>
<td>2.5 GHz Intel Core i5</td>
</tr>
<tr height=""15"">
<td style=""height: 15px;"" height=""15"">16GB 1600 MHz RAM (2x8GB)</td>
<td>16GB 1600MHz RAM (2x8GB)</td>
</tr>
<tr height=""15"">
<td style=""height: 15px;"" height=""15"">480GB SSD SATA3</td>
<td>480GB SSD SATA3</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">
<div><meta charset=""utf-8""></div>
Up to <span>1280 x 800</span> (native)</td>
<td>
<div><meta charset=""utf-8""></div>
Up to 1280 x 800 (native)</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">
<div><meta charset=""utf-8""></div>
Slot-loading 8X SuperDrive</td>
<td>
<div><meta charset=""utf-8""></div>
Slot-loading 8X SuperDrive</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">4.5 pounds</td>
<td>4.5 pounds</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15""><strong>Networking:</strong></td>
<td><strong>Networking:</strong></td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">10/100/1000BASE-T Ethernet</td>
<td>10/100/1000BASE-T Ethernet</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">Bluetooth 4.0</td>
<td>Bluetooth 4.0</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">802.11n Wi-Fi</td>
<td>802.11ac Wi-Fi</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15""><strong>Ports:</strong></td>
<td><strong>Ports:</strong></td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">2 USB 3.0 ports</td>
<td>2 USB 3.0 ports</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">1 Firewire port, 1 Thunderbolt</td>
<td>Optional TB to FireWire Adapter</td>
</tr>
<tr height=""15"">
<td style=""height: 20px;"" height=""15"">1 SDXC Slot</td>
<td>1 SDXC Slot</td>
</tr>
</tbody>
</table>",Ramjet,used-macs,"",true,Title,Default Title,,,,,RJ-MACBOOKPRO92,2041,shopify,0,deny,manual,1099.00,1199.00,true,true,"",https://cdn.shopify.com/s/files/1/0197/5874/products/13_inch_macbook_pro_MD101_used.jpg?v=1481409446,,false,688168675362,,,electronics > computers > laptops,,,,,,,used macs,,,,,,lb,
13-inch-macbook-pro-9-2-mb101ll-a-used,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP92_3440_Keyboard.jpg?v=1481409446,,,,,,,,,,,,,,,,,,,,
13-inch-macbook-pro-9-2-mb101ll-a-used,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP92_3440_Top.jpg?v=1481409446,,,,,,,,,,,,,,,,,,,,
13-inch-macbook-pro-9-2-mb101ll-a-used,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP92_3440_Bottom.jpg?v=1481409446,,,,,,,,,,,,,,,,,,,,
13-inch-macbook-pro-9-2-mb101ll-a-used,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP92_3440_Driveside.jpg?v=1481409446,,,,,,,,,,,,,,,,,,,,
13-inch-macbook-pro-9-2-mb101ll-a-used,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP92_3440_Portside.jpg?v=1481409446,,,,,,,,,,,,,,,,,,,,
13-inch-macbook-pro-9-2-mb101ll-a-used,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/MBP92_3440_Serial.jpg?v=1481409446,,,,,,,,,,,,,,,,,,,,
portable-hard-drive-enclosure-for-macs-with-usb-3-0-port,Portable Hard Drive Enclosure for Macs - USB 3.0,"<p>Our portable hard drive enclosures for Macs are slim, compact, and simple to use. They are <strong>bus-powered, USB 3.0 storage solutions</strong> that are designed for 2.5-inch drives up to 12.5mm inches in height. Also includes a large heatsink for passive cooling, and is stackable and fanless. </p>
<p>Features:</p>
<ul>
<li>One USB 3.0 port</li>
<li>Bus-powered, durable, compact, portable</li>
<li>Stackable</li>
<li>Fanless</li>
</ul>
<p>Our high performance portable hard drive enclosure do not include a hard drive.</p>",Ramjet,portable-drives-USB3,"zbuff--, zkitsize-Enclosure Only, zrpm--",true,Title,Default Title,,,,,25ENC-USB3,272,shopify,10,continue,manual,59.99,,true,true,'688168678158,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs_a137e7b7-6db3-4c02-8510-a0a92a7d0a06.jpg?v=1481767222,portable hard drive enclosure for macs,false,688168678158,,,electronics > electronics accessories > computer components > storage devices > hard drives,,,,,,,Portable Drives,,,,,,lb,
portable-hard-drive-enclosure-for-macs-with-usb-3-0-port,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/macbook-pro-portable-hard-drive_f2911747-f2e6-4ec3-b8a2-b38c92ab37ce.jpg?v=1481770121,portable hard drive enclosure for macs,,,,,,,,,,,,,,,,,,,
portable-hard-drive-enclosure-for-macs-with-usb-3-0-port,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-frt_8bf759c9-e0f3-4c03-aa82-3fc9b388c4e1.jpg?v=1481770122,portable hard drive enclosure for macs,,,,,,,,,,,,,,,,,,,
portable-hard-drive-enclosure-for-macs-with-usb-3-0-port,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0197/5874/products/portable-hard-drive-for-macs-usb3_573c5f5a-6459-4794-a242-11e100bce500.jpg?v=1481770122,portable hard drive enclosure with usb 3.0 port,,,,,,,,,,,,,,,,,,,
